t,r
3.275517011341e+01,4.235610024423e+01
3.282188125417e+01,4.235131057746e+01
3.288859239493e+01,4.234651031688e+01
3.295530353569e+01,4.234169945825e+01
3.302201467645e+01,4.233687799734e+01
3.308872581721e+01,4.233204592991e+01
3.315543695797e+01,4.232720325171e+01
3.322214809873e+01,4.232234995850e+01
3.328885923949e+01,4.231748604601e+01
3.335557038025e+01,4.231261150998e+01
3.342228152101e+01,4.230772634615e+01
3.348899266177e+01,4.230283055023e+01
3.355570380254e+01,4.229792411794e+01
3.362241494330e+01,4.229300704500e+01
3.368912608406e+01,4.228807932712e+01
3.375583722482e+01,4.228314095999e+01
3.382254836558e+01,4.227819193930e+01
3.388925950634e+01,4.227323226076e+01
3.395597064710e+01,4.226826192003e+01
3.402268178786e+01,4.226328091280e+01
3.408939292862e+01,4.225828923473e+01
3.415610406938e+01,4.225328688150e+01
3.422281521014e+01,4.224827384875e+01
3.428952635090e+01,4.224325013215e+01
3.435623749166e+01,4.223821572733e+01
3.442294863242e+01,4.223317062994e+01
3.448965977318e+01,4.222811483562e+01
3.455637091394e+01,4.222304833998e+01
3.462308205470e+01,4.221797113865e+01
3.468979319546e+01,4.221288322725e+01
3.475650433622e+01,4.220778460138e+01
3.482321547698e+01,4.220267525665e+01
3.488992661775e+01,4.219755518866e+01
3.495663775851e+01,4.219242439299e+01
3.502334889927e+01,4.218728286524e+01
3.509006004003e+01,4.218213060097e+01
3.515677118079e+01,4.217696759577e+01
3.522348232155e+01,4.217179384519e+01
3.529019346231e+01,4.216660934481e+01
3.535690460307e+01,4.216141409016e+01
3.542361574383e+01,4.215620807680e+01
3.549032688459e+01,4.215099130027e+01
3.555703802535e+01,4.214576375610e+01
3.562374916611e+01,4.214052543982e+01
3.569046030687e+01,4.213527634696e+01
3.575717144763e+01,4.213001647302e+01
3.582388258839e+01,4.212474581353e+01
3.589059372915e+01,4.211946436397e+01
3.595730486991e+01,4.211417211985e+01
3.602401601067e+01,4.210886907666e+01
